text,label
"I hate how this college turns students into sleepless, anxious wrecks.",Stress
Every semester here is just a slow descent into stress-induced madness.,Stress
"They act like sleep is a luxury, but we can’t even afford that.",Stress
This college will take every ounce of motivation and replace it with exhaustion.,Stress
"Professors treat students like they have no other classes, no jobs, no lives.",Stress
"No one in charge actually listens to students, they just pretend to care.",Stress
This place should come with a warning: ‘Enter at your own mental health risk.’,Stress
They overwork students and then wonder why everyone is depressed.,Stress
"This college doesn’t prepare you for life, it just prepares you for burnout.",Stress
I swear they want students to live in a constant state of panic.,Stress
"The stress here is so intense, it’s like a never-ending anxiety attack.",Stress
This place exists just to push students past their limits for no reason.,Stress
No one in charge understands the mental toll of what they demand from us.,Stress
They throw students into the deep end and then blame us for drowning.,Stress
"This college doesn’t reward hard work, only endless suffering.",Stress
I hate how professors love to say ‘just manage your time better’ as if that’s the solution.,Stress
This place makes students feel like failures even when they give their best.,Stress
"The system here is so broken, it thrives on overworking students.",Stress
They set us up for failure and then pretend it’s our fault.,Stress
This college is a psychological warzone where only the most stressed survive.,Stress
No student leaves this place without scars from the stress it inflicts.,Stress
I hate how they act like pushing students to exhaustion is just part of learning.,Stress
"This place does nothing but turn students into overworked, anxious wrecks.",Stress
Professors here act like their class is the only thing we should care about.,Stress
"No matter how much you sacrifice, it’s never enough for this college.",Stress
"They don’t care about students, only about their precious academic rankings.",Stress
This place is just a factory that churns out stressed and broken graduates.,Stress
The professors take pride in making life unbearable for students.,Stress
No one should have to endure this much stress just to get a degree.,Stress
"They don’t want students to succeed, they just want to weed out the ‘weak ones.’",Stress
This college runs on the suffering of students and the ignorance of administrators.,Stress
They think making students suffer somehow proves the quality of their education.,Stress
"Every time you think it can’t get worse, this college finds a way.",Stress
"This place should be classified as an extreme endurance challenge, not a college.",Stress
I hate how they expect students to work like machines but treat us like dirt.,Stress
The only thing you learn here is how to survive without sleep and peace of mind.,Stress
"They talk about resilience, but all they do is force students to suffer.",Stress
This college is a non-stop nightmare that drains every last bit of joy from life.,Stress
"No matter what you do, the system here is designed to make you fail.",Stress
"The professors don’t teach, they just terrorize students with deadlines and exams.",Stress
This college is nothing but a prison where no one gives a damn if you exist or not.,Loneliness
"I hate how people here act like they care, but they wouldn’t notice if you disappeared.",Loneliness
No one in this place even acknowledges your existence unless they need something.,Loneliness
This college is just a collection of fake friendships and empty conversations.,Loneliness
"I hate how this place makes you feel completely invisible, no matter how hard you try.",Loneliness
Everyone here is too self-absorbed to notice when someone is struggling alone.,Loneliness
The only thing I’ve learned here is how to be completely alone in a crowd of people.,Loneliness
No one checks on you in this place unless they need help with an assignment.,Loneliness
This college is just a never-ending reminder that no one really cares about you.,Loneliness
"I hate how people pretend to be friends, but disappear when you actually need them.",Loneliness
The only thing worse than being lonely is being surrounded by people who don’t care.,Loneliness
"This college turns people into heartless, selfish robots with no real emotions.",Loneliness
"I hate how this place is full of groups and cliques, leaving others completely isolated.",Loneliness
No one in this college would even notice if you vanished overnight.,Loneliness
I swear this place is designed to make you feel completely unwanted and useless.,Loneliness
"Everyone acts friendly until they get what they need, then they disappear.",Loneliness
This college is just a constant reminder that no one truly values you.,Loneliness
I hate how you can be surrounded by thousands of people and still feel completely alone.,Loneliness
"Friendships here are just temporary alliances based on convenience, nothing real.",Loneliness
No one in this place cares unless you’re useful to them in some way.,Loneliness
This college is the definition of loneliness wrapped in fake smiles and empty words.,Loneliness
"I hate how you can be screaming for help, and no one even looks up.",Loneliness
People here don’t even remember your name unless you’re someone ‘important’.,Loneliness
The only thing this college is good at is making people feel like absolute nobodies.,Loneliness
I hate how people only reach out when they need help with their assignments.,Loneliness
No one wants to sit with you unless they have no other option.,Loneliness
"This place is full of people, yet somehow manages to feel completely empty.",Loneliness
I swear people here are incapable of forming real connections.,Loneliness
No one in this college is actually a friend; they’re just acquaintances with benefits.,Loneliness
You could disappear for weeks and no one here would even notice.,Loneliness
This college is just a breeding ground for social exclusion and fake friendships.,Loneliness
I hate how you can be part of a group and still feel like an outsider.,Loneliness
"The only thing people care about here is their grades, not their so-called ‘friends’.",Loneliness
This place is full of shallow conversations with people who forget you instantly.,Loneliness
I swear no one in this college actually listens when you talk.,Loneliness
"This college makes you feel like a ghost—unseen, unheard, and completely ignored.",Loneliness
I hate how people only talk to you when they have no one else to sit with.,Loneliness
No one ever actually checks in on you here; they just pretend to care.,Loneliness
The only thing this college has taught me is how to survive complete social isolation.,Loneliness
I hate how this place makes it impossible to form genuine human connections.,Loneliness
This college is just a collection of strangers pretending to know each other.,Loneliness
"No one here remembers your birthday, your struggles, or your existence.",Loneliness
This place is a social wasteland where everyone is just looking out for themselves.,Loneliness
You could be dying inside and no one here would even notice.,Loneliness
"I hate how people pretend to care, but as soon as you open up, they vanish.",Loneliness
This college is just one big competition where friendships are nothing but strategies.,Loneliness
No one in this place has the time or interest to care about anyone but themselves.,Loneliness
This college makes you feel like a background character in someone else’s life.,Loneliness
"I hate how people here only reach out when they need notes, not when you need support.",Loneliness
No one texts you unless they need something—never just to check on you.,Loneliness
This place makes you question whether human connections are even real anymore.,Loneliness
No one in this college actually wants to be your friend; they just want convenience.,Loneliness
You can sit in a lecture hall full of people and feel like the loneliest person alive.,Loneliness
"I hate how this place forces you into isolation, no matter how hard you try to fit in.",Loneliness
The only thing worse than being ignored is realizing that no one ever really saw you in the first place.,Loneliness
No one cares if you’re struggling; they just want you to shut up and move on.,Loneliness
"This college has more cliques than a high school, and if you don’t belong, you’re nothing.",Loneliness
I hate how people here only value you based on what you can offer them.,Loneliness
You can be surrounded by people and still feel like you’re completely alone.,Loneliness
This college is the perfect place to learn that people only care about themselves.,Loneliness
I swear this place was built to make people feel like they don’t matter.,Loneliness
No one ever invites you anywhere unless they’re desperate for another person.,Loneliness
This place is just a factory that produces socially exhausted and lonely graduates.,Loneliness
I hate how people pretend to be your friend until they find someone better.,Loneliness
"No one ever truly includes you here, you’re just an afterthought at best.",Loneliness
This college is nothing but four years of realizing that no one actually gives a damn.,Loneliness
I hate how you can send messages to people and they just leave you on read forever.,Loneliness
No one in this place knows how to be a real friend; they just know how to use people.,Loneliness
This college is full of people who smile to your face and forget you the moment you walk away.,Loneliness
"I hate how loneliness here isn’t just a feeling, it’s the default experience.",Loneliness
"No one truly cares about how you feel, they just don’t want to deal with your emotions.",Loneliness
The only real lesson this college teaches is that you’re entirely on your own.,Loneliness
You could disappear tomorrow and not a single person here would ask where you went.,Loneliness
This place is full of fake friendships that dissolve the moment you need them most.,Loneliness
No one ever remembers you unless you’re useful to them in some way.,Loneliness
This college is proof that you don’t need to be alone to feel lonely.,Loneliness
I hate how every social event is just an excuse for people to exclude others.,Loneliness
The only thing worse than this college is the people who pretend to care about you.,Loneliness
"No one in this place is actually looking for friends, just temporary alliances.",Loneliness
This place has turned loneliness into a daily routine that no one cares about.,Loneliness
"You could scream at the top of your lungs here, and no one would even turn their head.",Loneliness
I hate how this college makes you feel like an outsider no matter where you go.,Loneliness
"No one here ever truly listens, they just wait for their turn to speak.",Loneliness
This college is just a reminder that being alone is better than being surrounded by fake people.,Loneliness
The only thing you get from this college is stress and loneliness.,Loneliness
"I hate how every interaction here feels forced, like people are just tolerating you.",Loneliness
No one actually wants to be your friend; they just want someone to help them study.,Loneliness
This place is nothing but four years of learning how to cope with being completely invisible.,Loneliness
This college is just a never-ending nightmare where no one even knows you exist.,Loneliness
"I swear, people here are experts at pretending you don’t exist unless they need something.",Loneliness
"No one cares if you eat alone every day, they’re too busy with their fake friendships.",Loneliness
This place is nothing but a toxic wasteland where you’re either in a clique or you’re nothing.,Loneliness
I hate how this college makes you feel like a worthless extra in someone else’s story.,Loneliness
No one here actually wants to know you; they just pretend so they don’t look bad.,Loneliness
This place is a reminder that you can be surrounded by people and still feel completely abandoned.,Loneliness
I hate how this college is just a massive social experiment on how to make people feel useless.,Loneliness
"No one checks on you, no one asks if you're okay, and no one actually cares.",Loneliness
"This college is just a factory churning out isolated, emotionally drained nobodies.",Loneliness
I hate how you have to beg for attention while others get it effortlessly.,Loneliness
No one invites you to anything unless they feel guilty for ignoring you.,Loneliness
This place teaches you that the only way to survive is to pretend you don’t need anyone.,Loneliness
I hate how people claim to be 'inclusive' but actually make sure you feel like an outcast.,Loneliness
"No one remembers your name unless you’re someone important, which you’re not.",Loneliness
"This college turns you into a shadow—seen, but never acknowledged.",Loneliness
"I swear, if I vanished today, not a single person in this place would notice.",Loneliness
No one here actually listens when you talk; they just wait for their turn to speak.,Loneliness
This college is proof that no one actually values you unless you’re useful to them.,Loneliness
I hate how every friendship here is just a transaction waiting to be completed.,Loneliness
No one genuinely wants to be your friend; they just tolerate you when they have to.,Loneliness
This place is just a competition to see who can ignore people the best.,Loneliness
I hate how you can spend years here and still have no one who truly cares about you.,Loneliness
No one asks how you’re doing because they don’t actually want to hear the answer.,Loneliness
"This college is the loneliest place on earth, filled with people who pretend to care.",Loneliness
I hate how being lonely is just considered part of the 'college experience'.,Loneliness
No one makes an effort to include you unless they feel guilty about leaving you out.,Loneliness
This place is just four years of realizing you don’t matter to anyone.,Loneliness
I hate how people here act like they care but would never actually make time for you.,Loneliness
No one notices when you stop showing up because no one ever cared in the first place.,Loneliness
This college is a masterclass in how to isolate and emotionally break people.,Loneliness
I hate how you have to force yourself into conversations just to feel human.,Loneliness
No one in this place ever makes you feel welcome unless you’re useful to them.,Loneliness
"This place has taught me that loneliness isn’t just a feeling, it’s a lifestyle.",Loneliness
"I hate how every interaction here is fake, and everyone is just looking out for themselves.",Loneliness
"No one here sees you as a person, just a tool they can use and discard.",Loneliness
This college is the worst place to be if you actually want meaningful connections.,Loneliness
I hate how this place is filled with empty people who don’t care about anyone but themselves.,Loneliness
"No one texts you unless they need something from you, never just to check on you.",Loneliness
This place is proof that you can be physically present but emotionally erased.,Loneliness
I hate how people here only pretend to care about mental health when it’s convenient for them.,Loneliness
"No one in this place actually knows you, and they never will.",Loneliness
"This college makes you feel like a backup option, someone people remember when they're desperate.",Loneliness
I hate how friendships here expire the second you’re no longer useful.,Loneliness
No one ever truly includes you; they just let you stand nearby like a ghost.,Loneliness
This place is just a collection of shallow friendships that fall apart the moment you need them.,Loneliness
I hate how people here act like they’re your friend but wouldn’t notice if you disappeared.,Loneliness
"No one actually values you, they just pretend so they don’t seem like bad people.",Loneliness
This college is just four years of being socially invisible.,Loneliness
I hate how no one cares about you unless you fit their perfect social mold.,Loneliness
"No one ever invites you to anything, then they act surprised when you’re not around.",Loneliness
This place is just an endless cycle of trying to belong and always failing.,Loneliness
I hate how people here act like their fake friendships are something meaningful.,Loneliness
No one ever makes time for you unless they need something from you.,Loneliness
This college is just a factory for manufacturing emotionally isolated adults.,Loneliness
I hate how people act like they care about inclusion while leaving others out.,Loneliness
No one sees you unless they want to copy your work or use your skills.,Loneliness
This place makes you feel like you’re constantly on the outside looking in.,Loneliness
I hate how you can be in a group chat and still feel completely alone.,Loneliness
No one ever acknowledges your presence unless you make yourself impossible to ignore.,Loneliness
This college is a constant reminder that no one actually wants you here.,Loneliness
I hate how no one in this place understands what it’s like to be truly alone.,Loneliness
No one in this place cares about your struggles unless they can relate to them.,Loneliness
This place is filled with people who will drop you the second something better comes along.,Loneliness
"I hate how every interaction here feels forced, like people are tolerating you.",Loneliness
"No one remembers your name, your birthday, or anything about you because you don’t matter.",Loneliness
This college is just a lesson in learning to live with loneliness.,Loneliness
I hate how friendships here are just business transactions in disguise.,Loneliness
"No one ever really talks to you, they just talk at you when they need something.",Loneliness
This place makes you feel like you’re completely disposable.,Loneliness
I hate how every conversation here is just a cover-up for deeper disinterest.,Loneliness
No one ever makes an effort to include you; you have to fight for scraps of attention.,Loneliness
This college is just a collection of people pretending to care about each other.,Loneliness
I hate how being lonely is treated like a personal failure instead of a social issue.,Loneliness
"No one ever checks on you, even when they know you’re struggling.",Loneliness
This place is just a constant reminder that no one truly cares about you.,Loneliness
I hate how friendships here only last as long as they’re convenient.,Loneliness
"No one genuinely asks about your day, they just go through the motions.",Loneliness
This college is just a breeding ground for social isolation and exclusion.,Loneliness
I hate how no one ever follows up when you say you’re struggling.,Loneliness
No one here actually wants to know you; they just pretend so they don’t look bad.,Loneliness
This place makes you feel like you’re screaming into the void and no one hears you.,Loneliness
I hate how being ignored is just an accepted part of life here.,Loneliness
No one invites you anywhere unless they need to fill an empty space.,Loneliness
This college is nothing but a reminder that you don’t belong.,Loneliness
I hate how every social interaction feels fake and meaningless.,Loneliness
No one ever stays in your life here; they just pass through and leave when convenient.,Loneliness
This place makes you feel like you’re trapped in a world that doesn’t need you.,Loneliness
"I hate how people pretend to be friendly, but never actually care about you.",Loneliness
No one in this place actually values you as a person.,Loneliness
This college is just four years of pretending you have friends.,Loneliness
This college is a joke—just a bunch of cliques that will never let you in.,Loneliness
"I could disappear today, and not a single person here would even notice.",Loneliness
"People here act like they care, but they wouldn't even bother to text first.",Loneliness
This place is filled with fake friends who wouldn’t even remember your name next semester.,Loneliness
"I’m nothing but a background character in this college, and no one gives a damn.",Loneliness
"No one ever invites me to anything, but they pretend like I don’t exist when I complain.",Loneliness
You can sit in a full classroom and still feel like the most invisible person in the world.,Loneliness
This college is just a collection of people pretending to be friends for convenience.,Loneliness
The only time people remember I exist is when they need something from me.,Loneliness
"I hate how everyone here has their own little world, and I’ll never be a part of it.",Loneliness
No one even looks at me in the hallways; I might as well be a ghost.,Loneliness
"You’re either in their exclusive circle, or you don’t exist. No in-between.",Loneliness
"Every friend I made here was just pretending. The moment I needed them, they vanished.",Loneliness
"This place teaches you how to be alone, no matter how hard you try to fit in.",Loneliness
College is just a long reminder that people only care about you when it benefits them.,Loneliness
"I’ve tried talking to people, but all they do is give me fake smiles and walk away.",Loneliness
This place is just four years of learning that no one actually gives a damn about you.,Loneliness
I hate how people act nice to you in class but ignore you everywhere else.,Loneliness
"No one wants to sit next to me, no one texts me, and no one even acknowledges me.",Loneliness
"This college is nothing but a popularity contest, and I’m not even allowed to compete.",Loneliness
"I’ve been here for years, and I still don’t have a single real friend.",Loneliness
"The loneliness in this place is unbearable, but no one even notices.",Loneliness
"If I stopped showing up, people wouldn’t even ask why. They’d just move on.",Loneliness
Everyone here already has their groups; no one has space for someone like me.,Loneliness
This college is just a place where loneliness gets louder and louder each day.,Loneliness
"I see people laughing and hanging out, and it reminds me that I don’t belong here.",Loneliness
I hate how people can look straight at me and still act like I don’t exist.,Loneliness
No one texts me first. No one checks up on me. No one actually cares.,Loneliness
Being in this college feels like screaming into an empty void and expecting an answer.,Loneliness
I hate how people here are friendly until they find better people to replace you with.,Loneliness
No one here understands how isolating it feels to be completely ignored every single day.,Loneliness
People here pretend like they care about mental health but don’t care about the lonely ones.,Loneliness
"The worst part of this college is realizing that I am truly, completely alone.",Loneliness
I hate how every day in this place just reminds me that I’m an outsider.,Loneliness
This college is like a social prison—you’re either accepted or completely isolated.,Loneliness
No one here actually wants to get to know you. They just talk to fill the silence.,Loneliness
"I see people forming friendships so easily, and yet I’m still struggling to find one person who cares.",Loneliness
I hate how loneliness is just treated like an unfortunate side effect of being here.,Loneliness
This place is just a constant reminder that no one actually wants me around.,Loneliness
No one notices when I leave early because no one even noticed I was there.,Loneliness
I hate how people invite you once and then act like they fulfilled their duty of being ‘kind.’,Loneliness
"This college is just a place where the lonely get lonelier, and no one cares.",Loneliness
"No one reaches out to me, no one includes me, and no one even pretends to care.",Loneliness
I hate how people pretend to be welcoming but make sure you never actually feel welcome.,Loneliness
"No one ever sits next to me in the cafeteria, and no one even notices how empty my life is.",Loneliness
"This college is just a place where everyone finds their circle, and I get left behind.",Loneliness
People here don’t care about you unless you’re useful to them in some way.,Loneliness
No one sees the loneliness behind my eyes; they just keep walking past me.,Loneliness
"This place is the definition of exclusion, and no one even tries to change it.",Loneliness
I hate how everyone has somewhere to go after class except for me.,Loneliness
No one ever saves a seat for me. No one ever asks if I want to join.,Loneliness
"College is supposed to be the best years of your life, but for me, it's just a prison of isolation.",Loneliness
I hate how people assume I like being alone when I actually don’t have a choice.,Loneliness
"No one understands that loneliness isn’t about being alone, it’s about being forgotten.",Loneliness
"This college is a social battlefield, and I was never even given a chance to fight.",Loneliness
"People here act like they’re friendly, but their actions prove otherwise.",Loneliness
"I hate how even when I speak, it feels like my words don’t even reach anyone.",Loneliness
This place is just a constant reminder that I don’t belong anywhere.,Loneliness
No one cares about the lonely students because it’s easier to pretend they don’t exist.,Loneliness
I hate how people assume that being quiet means I don’t want friends.,Loneliness
This college is just an endless cycle of watching people make friends while I fade into the background.,Loneliness
No one ever picks me as their partner. No one ever waits for me. No one ever remembers me.,Loneliness
"I hate how the more you try to fit in, the lonelier you feel.",Loneliness
This place is just a machine that produces isolation and rejection.,Loneliness
No one in this college will ever understand how painful it is to be completely ignored.,Loneliness
I hate how no one realizes that silence is just loneliness disguised.,Loneliness
"This place is filled with laughter, but none of it ever includes me.",Loneliness
No one here actually wants new friends; they just pretend to be open-minded.,Loneliness
This college has taught me that being lonely is just another part of the student experience.,Loneliness
I hate how everyone assumes I’m okay just because I don’t talk about my loneliness.,Loneliness
"No one ever stops to ask why I sit alone every day, and that’s the worst part.",Loneliness
"This college is a playground for extroverts, but a nightmare for the lonely.",Loneliness
I hate how people are always ‘too busy’ when I need someone to talk to.,Loneliness
No one here genuinely wants to know me. They just tolerate me when they have to.,Loneliness
This place is just four years of trying and failing to belong.,Loneliness
I hate how people here act like social interaction is a privilege I don’t deserve.,Loneliness
"No one in this college sees me, hears me, or even cares that I exist.",Loneliness
This college is proof that you can be surrounded by people and still feel completely alone.,Loneliness
I hate how every conversation here feels forced and meaningless.,Loneliness
No one ever reaches out first. No one ever truly cares.,Loneliness
"This place has made me realize that loneliness isn’t just a feeling, it’s a reality.",Loneliness
I hate how I have to watch everyone else find their place while I stay lost.,Loneliness
No one ever thinks about the lonely ones because it’s easier to ignore them.,Loneliness
This college is nothing but a cycle of being forgotten over and over again.,Loneliness
"I hate how no matter how much I try, I will always be invisible here.",Loneliness
This college is just a factory that spits out nobodies like me and forgets we exist.,Loneliness
"No one here would even care if I dropped out tomorrow, they’d just find someone else to ignore.",Loneliness
"I’m just another ghost wandering these halls, completely invisible to everyone.",Loneliness
"This place is a popularity contest, and I was never even given a chance to enter.",Loneliness
"No one ever asks if I’m okay because deep down, they just don’t care.",Loneliness
I hate how every conversation here is just small talk that leads to nothing.,Loneliness
No one saves a seat for me. No one ever remembers my name.,Loneliness
"College is supposed to be a place for growth, but all I’ve learned is how to be alone.",Loneliness
"I’m just another face in the crowd, another forgotten name on a class list.",Loneliness
No one even pretends to care anymore. They just walk past me like I’m nothing.,Loneliness
This place is just a four-year prison sentence for the socially unwanted.,Loneliness
"The worst part of college is realizing that I have no one to text, no one to call, no one to rely on.",Loneliness
"I hate how people are surrounded by friends while I sit in the corner, unnoticed and unwanted.",Loneliness
No one in this college actually values friendships—they just keep people around for convenience.,Loneliness
"I could scream in the middle of campus, and no one would even turn their head.",Loneliness
This college is just an endless loop of rejection and isolation.,Loneliness
"People pretend to care for five minutes, then go back to ignoring you like before.",Loneliness
The only thing this college has taught me is that I’m better off alone.,Loneliness
"No one asks how my day was, no one wonders if I made it home safely. No one cares.",Loneliness
"I could disappear right now, and the world would go on exactly the same.",Loneliness
"This place is full of fake friendships, and I was dumb enough to believe any of them were real.",Loneliness
"People act like they’re too busy to talk, but they always have time for everyone else.",Loneliness
No one acknowledges my presence unless they need something from me.,Loneliness
"The lonelier I feel, the more I realize that this college isn’t meant for people like me.",Loneliness
"I hate how people act nice for a second, then drop you like you never existed.",Loneliness
"I used to think college would be different, but it’s just high school all over again.",Loneliness
"This place is just a breeding ground for isolation, and I’m its perfect victim.",Loneliness
"No one ever asks me to join them, no one ever even considers me.",Loneliness
I walk into a room full of people and still feel like I’m the only one there.,Loneliness
This college is just a cruel reminder that I’ll never belong anywhere.,Loneliness
